"id","title","code","crm_subject_id","agency_id","departemant_id","is_closed","created_at","updated_at","lastupdatemessage","subject_id"
"522","اصلاح سورت شهرها در سرچ پکیج","10520","1","1","2","1","25/4/2024 10:45:54","23/9/2024 19:12:39","23/9/2024 19:12:39","0"
"523","Travel Inspiration Tab (پکیج ها و استوری ها )","10521","1","379","2","1","25/4/2024 13:02:43","15/12/2024 10:28:02","15/12/2024 10:28:02","0"
"524","Inquiry on Invoice Processing - Invoice No. #LM1175","10522","1","698","1","1","25/4/2024 20:38:04","16/11/2024 05:53:23","16/11/2024 05:53:23","0"
"525","ارتقای فرایند Health check","10523","1","1","2","3","26/4/2024 00:23:32","26/4/2024 14:59:36","26/4/2024 00:23:32","0"
"526","در سرچ باکس ویزا در سایت تراولرگیت مبدا و مقصد لود نمیشود","10524","1","1","2","1","26/4/2024 21:58:16","23/11/2024 11:17:58","23/11/2024 11:17:58","0"
"527","Wrong Pricing E-Booking API","10525","1","188","2","1","27/4/2024 01:54:04","20/8/2025 15:25:31","20/8/2025 15:25:31","0"
"528","Policy Page & and Terms Page","10526","1","188","2","2","27/4/2024 15:24:26","27/4/2024 16:39:49","27/4/2024 16:39:38","0"
"529","Multi Currency Packages ","10527","1","379","2","1","28/4/2024 10:33:46","20/8/2025 15:29:06","20/8/2025 15:29:06","0"
"530","حذف ایمیل و شماره تلفن در کردینشیال سپلایر ایران ایر تورز","10528","1","258","2","1","28/4/2024 14:10:21","15/9/2024 23:32:09","15/9/2024 23:32:09","0"
"531","Quick Task for Mobile View","10529","1","188","2","3","29/4/2024 15:28:32","1/5/2024 23:36:48","1/5/2024 23:35:26","0"
"532","مشکل سپلایر اجنحه الشام ","10530","1","258","2","1","30/4/2024 09:12:04","20/11/2024 13:08:02","20/11/2024 13:08:02","0"
"533","ایر عربیه رزرو را صادر نمیکنه ","10531","1","258","2","1","30/4/2024 09:21:10","15/9/2024 23:32:55","15/9/2024 23:32:55","0"
"534","بررسی علت مشکل نمایش کارنسی در سایت سامر هالیدیز","10532","1","6","1","1","30/4/2024 10:47:23","12/9/2024 11:45:08","12/9/2024 11:45:08","0"
"535","تعیین هزینه API Query در پروسه ست کردن پرواز برای پکیج ها","10533","1","6","1","1","30/4/2024 16:47:13","1/10/2024 13:53:20","1/10/2024 13:53:20","0"
"536","Inquiry on Invoice Processing - Invoice No. #LM1176","10534","1","258","1","1","30/4/2024 19:11:45","16/11/2024 05:55:23","16/11/2024 05:55:23","0"
"537","اصلاح نسخه پسورد","10535","1","6","1","1","1/5/2024 11:45:51","1/10/2024 13:48:29","1/10/2024 13:48:29","0"
"538","كيت وي تبادل عراق","10536","1","258","2","1","1/5/2024 12:06:14","20/11/2024 13:08:19","20/11/2024 13:08:19","0"
"539","مشکل در ثبت رکوردهای مالی","10537","1","258","2","1","2/5/2024 20:16:30","20/11/2024 13:08:43","20/11/2024 13:08:43","0"
"540","دسترسی ایرلاین سپهر هاب با تعریف کمی پیچیده","10538","1","258","2","1","2/5/2024 20:36:38","20/11/2024 13:09:04","20/11/2024 13:09:04","0"
"541","کنسل شدن تسک sign out پس از فعالیت نداشتن","10539","1","258","2","1","2/5/2024 21:05:50","2/5/2024 22:22:48","2/5/2024 22:22:48","0"
"542","خطای You can not book this item - search again","10540","1","258","2","1","2/5/2024 21:21:44","27/8/2025 10:21:21","27/8/2025 10:21:21","0"
"543","مشکل بوک و عدم نمایش خطا در حالتیکه 3 حلقه سایت با هم شیر میکنند","10541","1","258","2","1","2/5/2024 21:24:12","20/11/2024 13:09:26","20/11/2024 13:09:26","0"
"544","خطاهایی که سیستم فیریز میشود پیش می آید","10542","1","258","2","1","2/5/2024 21:26:54","15/9/2024 23:33:56","15/9/2024 23:33:56","0"
"545","صفحه service fee calcultaion باز نمیشود","10543","1","258","2","1","2/5/2024 21:32:32","15/9/2024 23:34:13","15/9/2024 23:34:13","0"
"546","اکسپایری فرم مسافران نباید بیشتر از 8 سال باشد","10544","1","258","2","1","2/5/2024 21:37:23","15/9/2024 23:34:27","15/9/2024 23:34:27","0"
"547","بلیط در ساپلایر صادر شده است اما روی پنل Failed refund شده است","10545","1","258","2","1","2/5/2024 21:41:02","15/9/2024 23:34:36","15/9/2024 23:34:36","0"
"548","Request to add more settings for refunds on different payment gateways","10546","1","188","2","3","5/5/2024 00:22:42","5/5/2024 00:30:32","5/5/2024 00:22:42","0"
"549","Request to add more settings for refunds on different payment gateways","10547","1","188","2","1","5/5/2024 00:22:44","5/5/2024 00:24:56","5/5/2024 00:24:56","0"
"550","اعمال کردن لاگ این با او تی پی در نود الروضتین نجف","10548","1","258","2","1","5/5/2024 09:35:02","15/9/2024 23:34:48","15/9/2024 23:34:48","0"
"551","حذف نوار کمسیون در صفحه سرچ ریزالت ویزا ","10549","1","258","2","1","5/5/2024 11:15:36","15/9/2024 23:37:48","15/9/2024 23:37:48","0"
"552","عدم نمایش ریزالتهای سپلایر السفاری ","10550","1","258","2","1","5/5/2024 14:08:39","2/9/2025 11:36:54","2/9/2025 11:36:54","0"
"553","سپلایر السفاری : نمایش ریزالت روت متفاوت از روت ست شده در باکس سرچ","10551","1","258","2","1","5/5/2024 20:07:30","20/11/2024 13:09:45","20/11/2024 13:09:45","0"
"554","Inquiry on Invoice Processing - Invoice No. #LM1178","10552","1","379","1","1","6/5/2024 18:45:25","13/9/2024 12:02:40","13/9/2024 12:02:40","0"
"555","اضافه فلتر رفرنس تراکنش در صفحه Transaction overview","10553","1","258","2","1","7/5/2024 15:51:45","15/9/2024 23:41:32","15/9/2024 23:41:32","0"
"556","بارگزاری درگاه پرداخت اینترنتی PayPal","10554","1","379","2","1","7/5/2024 19:31:02","15/12/2024 10:28:21","15/12/2024 10:28:21","0"
"557","بزرگ تر شدن باکس های کد OTP و تغییر ارقام آن از 6 به 4 در تمامی نود ها.","10555","1","2","2","1","8/5/2024 11:08:51","1/10/2024 13:42:18","1/10/2024 13:42:18","0"
"558","تراکنش های تکراری و گزارش هلث چک فلای4آل","10556","1","258","2","1","8/5/2024 19:10:02","15/9/2024 23:42:12","15/9/2024 23:42:12","0"
"559","باگ قبول کردن بوک بدون شماره پاسپورت","10557","1","258","2","1","8/5/2024 23:29:23","20/11/2024 13:10:05","20/11/2024 13:10:05","0"
"560"," API OUT آژانس البنداقیه تعریف ","10558","1","719","1","1","9/5/2024 13:20:23","14/9/2025 15:35:35","14/9/2025 15:35:35","0"
"561","مشکل شناسایی ""بحرین"" برای هتل های ای بوکینگ سنتر و تی بی او","10559","1","188","2","1","9/5/2024 22:26:51","14/9/2025 15:19:12","14/9/2025 15:19:12","0"
"562","VAT NUMBER","10560","1","188","2","1","12/5/2024 00:06:34","14/9/2025 15:21:32","14/9/2025 15:21:32","0"
"563","وزن + عدد مقاعد مشكلة افترا","10561","1","258","2","1","13/5/2024 10:51:27","20/11/2024 13:10:22","20/11/2024 13:10:22","0"
"564","عدد - مقاعد على اماديوس","10562","1","258","1","1","13/5/2024 10:52:19","20/11/2024 13:10:39","20/11/2024 13:10:39","0"
"565","مشكلة وزن على بارتو وعلى سيستم سبهر ","10563","1","258","2","1","13/5/2024 10:53:25","15/9/2024 23:42:42","15/9/2024 23:42:42","0"
"566","اكبر ترفل","10564","1","258","2","1","13/5/2024 10:54:26","13/5/2024 20:47:04","13/5/2024 20:47:04","0"
"567","مشكلة الفنادق","10565","1","258","2","1","13/5/2024 10:55:23","13/5/2024 20:33:23","13/5/2024 20:33:23","0"
"568","سعر البالغ - الطفل - الرضيع -ون وي - تو وي واظهارها للكونترول والشركات","10566","1","258","1","1","13/5/2024 10:57:15","27/8/2025 10:22:39","27/8/2025 10:22:39","0"
"569","بلوك طيران محدد","10567","1","258","2","1","13/5/2024 10:58:08","13/5/2024 20:21:47","13/5/2024 20:21:47","0"
"570","مدة البحث من 20 الى 5 ثانية","10568","1","258","2","1","13/5/2024 10:59:22","2/9/2025 11:37:51","2/9/2025 11:37:51","0"
"571"," برسائل السبلاير ترجمة الاخطاء","10569","1","258","2","1","13/5/2024 11:00:46","2/9/2025 11:38:53","2/9/2025 11:38:53","0"
"572","اختار كل المطارات  في مدينة معينة يعطي خطأ","10570","1","258","2","1","13/5/2024 11:02:22","20/11/2024 13:10:59","20/11/2024 13:10:59","0"
"573","fly4all+ هيليوم وصل شد","10571","1","258","2","1","13/5/2024 11:04:28","14/5/2024 09:31:28","14/5/2024 09:31:28","0"
"574","بررسی بوک هایی که به نود مبدا نمیرسن","10572","1","258","2","1","13/5/2024 11:04:59","15/9/2024 23:45:40","15/9/2024 23:45:40","0"
"575","جمع كلاسات الرحلات بكلاس واحد","10573","1","258","2","1","13/5/2024 11:06:26","29/1/2025 15:34:53","29/1/2025 15:34:53","0"
"576","السبورت مباشر على النظام ","10574","1","258","2","1","13/5/2024 11:07:35","20/11/2024 13:11:24","20/11/2024 13:11:24","0"
"577","ربط التأمين api","10575","1","258","2","1","13/5/2024 11:08:43","13/5/2024 20:06:02","13/5/2024 20:06:02","0"
"578","ربط السيارات api","10576","1","258","1","1","13/5/2024 11:22:02","13/5/2024 20:05:42","13/5/2024 20:05:42","0"
"579","ربط سيستم التور tour api","10577","1","258","1","1","13/5/2024 11:23:04","13/5/2024 20:04:58","13/5/2024 20:04:58","0"
"580","اظهار نتائج الفنادق بالترتيب مثل الطيران ","10578","1","258","1","1","13/5/2024 11:24:32","13/5/2024 20:04:37","13/5/2024 20:04:37","0"
"581","اضافة open على طيران العراقية","10579","1","258","2","1","13/5/2024 11:26:10","27/8/2025 10:24:57","27/8/2025 10:24:57","0"
"582","Inquiry on Invoice Processing - Invoice No. #LM1179","10580","1","287","1","1","13/5/2024 11:29:01","16/11/2024 06:00:22","16/11/2024 06:00:22","0"
"583","activate irix to webservice provider ","10581","1","287","2","1","13/5/2024 11:38:30","13/5/2024 14:53:07","13/5/2024 14:53:07","0"
"584","system notification activating the email with the configuration ","10582","1","287","2","1","13/5/2024 18:48:51","26/11/2025 17:27:37","26/11/2025 17:27:37","0"
"585","بررسی مشکل فلای4آل هنگام ساختن ساپلایر جدید کی پلاس","10583","1","258","2","1","13/5/2024 23:45:48","20/11/2024 13:11:42","20/11/2024 13:11:42","0"
"586","تغییرات جدید ظاهری و فنی ","10584","1","379","2","1","14/5/2024 08:58:13","15/12/2024 10:28:43","15/12/2024 10:28:43","0"
"587","Error while adding creidincial ","10585","1","287","2","1","14/5/2024 16:46:10","20/8/2025 15:30:09","20/8/2025 15:30:09","0"
"588","اضافة تاريخ اسبوع محدد لرحلات الجارتر","10586","1","258","2","1","14/5/2024 20:08:39","27/8/2025 10:26:10","27/8/2025 10:26:10","0"
"589","دریافت ENamad","10587","1","379","2","1","15/5/2024 14:04:39","15/12/2024 10:28:59","15/12/2024 10:28:59","0"
"590","Inquiry on Invoice Processing - Invoice No. #LM1180","10588","1","287","1","1","15/5/2024 17:04:26","16/11/2024 06:02:38","16/11/2024 06:02:38","0"
"591","پیگیری مشکل ایشو نشدن بوک های ایران ایرتورز","10589","1","258","2","1","15/5/2024 19:33:54","20/11/2024 13:12:03","20/11/2024 13:12:03","0"
"592"," #BK011-226988 #BK011-226980 #BK011-226964 مشكل ايران اير تور","10590","1","258","2","1","15/5/2024 20:47:41","20/11/2024 13:12:24","20/11/2024 13:12:24","0"
"593","ایجاد راه حلی برای مشکل نمایش قیمت صفر پکیج های متصل به API Price Query","10591","1","188","2","1","16/5/2024 09:30:10","20/8/2025 15:30:32","20/8/2025 15:30:32","0"
"594","در فلای4آل تعدادی بوک بعد از پچ به دلیل ماندن در استاتوس paid validated کنسل شدند","10592","1","258","2","1","16/5/2024 10:38:50","15/9/2024 23:45:52","15/9/2024 23:45:52","0"
"595","باگ 2 روزه: گاهی وقتها پکیجی که از سایت دیگری فراخوانی شده است از بخش فیچرها باز  نمیشود","10593","1","188","2","1","16/5/2024 21:46:52","20/8/2025 15:30:53","20/8/2025 15:30:53","0"
"596","باگ حیاتی: این موضوع قبلا حل شده بود و دوباره تکرار شده است - همه پکیجها 20 دیناری میخورد","10594","1","188","2","1","16/5/2024 21:57:03","20/8/2025 15:31:11","20/8/2025 15:31:11","0"
"597","تركيب پرواز دو طرفه از دوتا سپلایر مختلف ","10595","1","258","2","1","18/5/2024 17:29:12","27/8/2025 10:28:00","27/8/2025 10:28:00","0"
"598","air arabia issue ","10596","1","188","2","2","18/5/2024 17:52:07","18/5/2024 18:03:51","18/5/2024 17:52:07","0"
"599","مشکل فلتر ترکیبی در صفحه بوکینگ لیست ","10597","1","258","2","1","18/5/2024 23:19:08","12/9/2024 11:47:18","12/9/2024 11:47:18","0"
"600","Inquiry on Invoice Processing - Invoice No. #LM1181","10598","1","268","1","1","20/5/2024 18:20:17","16/11/2024 06:05:09","16/11/2024 06:05:09","0"
"601","adding logo and address to hotel voucher ","10599","1","696","2","1","21/5/2024 15:07:59","26/11/2025 16:32:54","26/11/2025 16:32:54","0"
"602","بررسی و پیاده سازی ورژن جدید ای پی ای سپهر جهت نمایش بار ربزالت ها ","10600","1","258","2","1","21/5/2024 15:13:59","15/9/2024 23:46:48","15/9/2024 23:46:48","0"
"603","باگ: مشكل سرچ و توقف سيستم","10601","1","258","2","1","21/5/2024 20:54:07","20/11/2024 13:13:48","20/11/2024 13:13:48","0"
"604","Payment gateway service fees charges 2.7%","10602","1","696","2","1","22/5/2024 12:09:21","14/9/2025 15:20:10","14/9/2025 15:20:10","0"
"605","portal responce delay Hotel Extra net and general search engine results responces ","10603","1","696","2","1","22/5/2024 12:43:04","24/11/2024 12:18:12","24/11/2024 12:18:12","0"
"606","Inquiry on Invoice Processing - Invoice No. #LM1182","10604","1","261","1","1","23/5/2024 13:35:38","27/9/2024 13:57:46","27/9/2024 13:57:46","0"
"607","Failشدن زروهای سندباد در سایت فلای 4ال ","10605","1","258","2","1","25/5/2024 13:52:25","15/9/2024 23:48:02","15/9/2024 23:48:02","0"
"608","عدم حذف شدن پرواز که صندلی خالی ندارد از سایت وFail شدن بوک ","10606","1","258","2","1","26/5/2024 12:07:30","2/9/2025 11:39:35","2/9/2025 11:39:35","0"
"609","Currency Suppliers","10607","1","188","1","1","26/5/2024 15:14:08","20/8/2025 15:31:38","20/8/2025 15:31:38","0"
"610","testing tabby gateway","10608","1","188","2","2","26/5/2024 18:33:54","26/5/2024 19:03:48","26/5/2024 18:33:54","0"
"611","بررسی بوک به مبدا نرسیده از سایت فلای4آل","10609","1","258","2","1","27/5/2024 19:22:28","15/9/2024 23:49:37","15/9/2024 23:49:37","0"
"612","اتصال رزرواسیون نیرا به سایت تفرج گشت ","10610","1","719","1","1","28/5/2024 18:44:43","14/9/2025 15:21:56","14/9/2025 15:21:56","0"
"613","بررسی ملیت ","10611","1","258","2","1","28/5/2024 20:03:18","15/9/2024 23:50:06","15/9/2024 23:50:06","0"
"614","بررسی رزرو مهم با اولویت بالا ","10612","1","268","2","1","29/5/2024 00:31:24","24/11/2024 11:49:51","24/11/2024 11:49:51","0"
"615","ارسال نشدن او تی پی","10613","1","258","2","1","29/5/2024 11:10:33","15/9/2024 23:50:52","15/9/2024 23:50:52","0"
"616","تغيير دزاين صفحة داونلود","10614","1","258","2","1","29/5/2024 20:20:32","27/8/2025 13:33:59","27/8/2025 13:33:59","0"
"617","Tap Payment MENA ","10615","1","379","2","1","30/5/2024 09:10:47","15/12/2024 10:34:56","15/12/2024 10:34:56","0"
"618","Local supplier creation for TOURS services (Service Provider TOURS is missing)","10616","1","696","2","1","30/5/2024 14:14:53","24/11/2024 12:16:09","24/11/2024 12:16:09","0"
"619","باگ کزیتیکال: تشکیل نشدن بوک ها در نود مبدا پس از استاتوس initialized","10617","1","258","2","1","31/5/2024 12:53:08","20/11/2024 13:46:51","20/11/2024 13:46:51","0"
"620","باگ کریتیکال: بررسی بوک های بدون ارور یا با ارور های نامشخص از سایت جی سی سی","10618","1","188","2","1","31/5/2024 13:19:30","20/8/2025 15:32:13","20/8/2025 15:32:13","0"
"621","باگ کریتیکال: بررسی بوک هایی که بعد از 16 دقیقه ایشو شدند","10619","1","258","2","1","31/5/2024 13:41:29","20/11/2024 13:47:25","20/11/2024 13:47:25","0"
"622","باگ کریتیکال: بررسی بوک های سیبر با ارور invalid response status در سایت فلای4آل","10620","1","258","2","1","31/5/2024 14:30:46","20/11/2024 13:47:45","20/11/2024 13:47:45","0"
"623","Inquiry on Invoice Processing - Invoice No. #LM1183","10621","1","1","1","1","1/6/2024 16:23:46","16/11/2024 06:11:11","16/11/2024 06:11:11","0"
"624","Checking and filling in the Galileo Excel sheet file","10622","1","261","2","1","2/6/2024 13:49:37","14/9/2025 15:22:40","14/9/2025 15:22:40","0"
"625","باگ با اولویت پایین : صفحه لیست سپلایرهای باز نمیشه ","10623","1","258","2","1","2/6/2024 20:20:20","20/11/2024 13:48:04","20/11/2024 13:48:04","0"
"626","در نود مسافر زیر مجموعه فلای رنگ خط لیست اویبیلتی پگیج سفید است ","10624","1","258","2","1","2/6/2024 20:22:49","15/9/2024 23:53:19","15/9/2024 23:53:19","0"
"627","Activating the minimum and maximum stay in the selling rule exceptions on GCC sub-group sites","10625","1","188","2","1","2/6/2024 21:55:50","20/8/2025 15:32:45","20/8/2025 15:32:45","0"
